

    0.385527254526104757E-85   -0.901480102539062500E+02    0.227797439050265318E+02    0.149516706672693171E+02
    0.691371617121119749E-85   -0.913383636474609375E+02    0.278988208761890242E+02    0.138863423069460090E+02
    0.773447179357967067E-85   -0.915849456787109375E+02    0.279189004172110984E+02    0.137109225670511723E+02
    0.851673284867510764E-84   -0.964050292968750000E+02    0.225249526317507183E+02    0.108333385992596067E+02
    0.556012127415599143E-83   -0.100179595947265625E+03    0.229717817464591647E+02    0.102438607843195584E+02
    0.117848075655506310E-82   -0.101704200744628906E+03    0.277978397772071624E+02    0.137761195030315129E+02
    0.199372937096168977E-82   -0.102777984619140625E+03    0.232248230377303422E+02    0.150065322018438696E+02
    0.235729603503217818E-82   -0.103135223388671875E+03    0.247995055850478963E+02    0.152989596613336083E+02
    0.371068811666098237E-82   -0.104064849853515625E+03    0.261036448479016023E+02    0.989077505106159194E+01
    0.375165522662652717E-82   -0.104109031677246094E+03    0.254911860250743061E+02    0.152894479187619332E+02
    0.394336115027027418E-82   -0.104230926513671875E+03    0.225409338808304618E+02    0.111358897123335012E+02
    0.490750404787663264E-82   -0.104690612792968750E+03    0.224711272565520233E+02    0.135963359279182718E+02
    0.962586316109500868E-82   -0.106060211181640625E+03    0.225044157005016707E+02    0.114105812549102641E+02
    0.138878274327363560E-81   -0.106815551757812500E+03    0.276976668188462298E+02    0.111475231899623441E+02
    0.239441946733221655E-81   -0.107927200317382812E+03    0.225427389515362933E+02    0.113102145502144396E+02
    0.240259267270417301E-81   -0.107956237792968750E+03    0.235159707530598467E+02    0.150581863238811220E+02
    0.713491916916543035E-81   -0.110155364990234375E+03    0.243284614166999269E+02    0.152039936760037300E+02
    0.756978120406819542E-81   -0.110295913696289062E+03    0.273927398346001496E+02    0.145692681761029093E+02
    0.113062647805607850E-80   -0.111120521545410156E+03    0.224648902287356940E+02    0.123531573965328327E+02
    0.145724772498804440E-80   -0.111650299072265625E+03    0.224677065215884504E+02    0.127060366439413386E+02
    0.146887478191666641E-80   -0.111688415527343750E+03    0.277955554264607407E+02    0.123411801055929278E+02
    0.163222418773366749E-80   -0.111921531677246094E+03    0.230920404436111397E+02    0.103632786238514392E+02
    0.283102328478532788E-80   -0.113045143127441406E+03    0.270107996152395238E+02    0.148672165634200599E+02
    0.300425874473683246E-79   -0.117791320800781250E+03    0.236221618870025836E+02    0.101537113250041546E+02
    0.111062923270539965E-78   -0.120428504943847656E+03    0.228731556698114602E+02    0.107917297980356874E+02
    0.192861106126476094E-78   -0.121554473876953125E+03    0.228331223917690487E+02    0.142397065909934977E+02
    0.542072397159145221E-78   -0.123643554687500000E+03    0.235485877369490062E+02    0.102496566310593309E+02
    0.180723227154544546E-77   -0.126074081420898438E+03    0.243481746144123079E+02    0.150684885883529098E+02
    0.571411691989949442E-77   -0.128398590087890625E+03    0.274265131376651361E+02    0.140815618660466573E+02
    0.191911024492173565E-76   -0.130843826293945312E+03    0.262757255581990847E+02    0.149593792691150771E+02
    0.453595224457948814E-76   -0.132586395263671875E+03    0.275122690107625836E+02    0.137009372677993291E+02
    0.101943283338795959E-75   -0.134228210449218750E+03    0.228838369007259601E+02    0.110901949109801716E+02
    0.264676369733164110E-75   -0.136158615112304688E+03    0.228796099491909821E+02    0.139860267652390799E+02
    0.666664865637465245E-75   -0.138028396606445312E+03    0.234404267339182759E+02    0.146576807775246465E+02
    0.106892307540129208E-74   -0.138994857788085938E+03    0.272633851160513139E+02    0.109561094859368797E+02
    0.141779720307629194E-74   -0.139581985473632812E+03    0.227284094474386151E+02    0.118511938317174206E+02
    0.933369343245740959E-74   -0.143373260498046875E+03    0.271945994101648481E+02    0.109233401209612957E+02
    0.164457133679207744E-73   -0.144528350830078125E+03    0.244429401124662995E+02    0.149369555168185322E+02
    0.512166017264532825E-73   -0.146822570800781250E+03    0.256420655440976049E+02    0.101900104187213962E+02
    0.631638434284248445E-73   -0.147264129638671875E+03    0.271090254804165660E+02    0.142684221842678287E+02
    0.993908762052145115E-73   -0.148193008422851562E+03    0.258986384366455802E+02    0.148974457946428611E+02
    0.216245993156702809E-72   -0.149769943237304688E+03    0.254095653461434345E+02    0.101920453108177131E+02
    0.113248806319548926E-70   -0.157708847045898438E+03    0.231508972228805661E+02    0.140960007540971404E+02
    0.251613413846676820E-70   -0.159327682495117188E+03    0.230071183571136935E+02    0.137753066407000819E+02
    0.298622030452719649E-70   -0.159692474365234375E+03    0.274064730163509864E+02    0.131717735843257593E+02
    0.302921420686299178E-70   -0.159743286132812500E+03    0.228218160245849013E+02    0.123662726326636321E+02
    0.318549840887342996E-70   -0.159866119384765625E+03    0.234281078094916104E+02    0.107381251692249826E+02
    0.103974328181720247E-69   -0.162254241943359375E+03    0.249094326846193219E+02    0.148596710744151856E+02
    0.112107181181110855E-68   -0.167032257080078125E+03    0.239506682170098202E+02    0.146389423183640375E+02
    0.120859985330238401E-68   -0.167204833984375000E+03    0.239033866328200730E+02    0.146180275870770764E+02
    0.524109981200435746E-68   -0.170161193847656250E+03    0.271021545898568910E+02    0.112175244584076825E+02
    0.936451186300858388E-68   -0.171344207763671875E+03    0.270515523620777110E+02    0.111468057912698182E+02
    0.163515837302588004E-66   -0.177086395263671875E+03    0.238561726036310837E+02    0.106188097309053369E+02
    0.135533755293861652E-65   -0.181338409423828125E+03    0.250851155444374285E+02    0.103881808127423145E+02
    0.109865995364081137E-64   -0.185545883178710938E+03    0.248924953445758028E+02    0.147113794677763519E+02
    0.553800640926401391E-64   -0.188803192138671875E+03    0.234876364604491634E+02    0.141287203380010880E+02
    0.297389058305776675E-63   -0.192187057495117188E+03    0.230201214883810508E+02    0.126141994457878219E+02
    0.309503927071294873E-63   -0.192289138793945312E+03    0.263993983140519894E+02    0.107385092403856532E+02
    0.548161491187838878E-63   -0.193454559326171875E+03    0.235322678346689997E+02    0.141261753619711534E+02
    0.545519098724886822E-63   -0.193467117309570312E+03    0.263801615430071976E+02    0.143954984026733914E+02
    0.142849105291487061E-62   -0.195414611816406250E+03    0.263893854301079820E+02    0.143746587256903684E+02
    0.147655589839129087E-62   -0.195503021240234375E+03    0.268672147070677738E+02    0.139388709677490361E+02
    0.155894290786018400E-62   -0.195633834838867188E+03    0.262279387215527997E+02    0.144542654125724930E+02
    0.271326055558111155E-62   -0.196764343261718750E+03    0.270817679326809184E+02    0.134822811065532644E+02
    0.108842429419624589E-61   -0.199564895629882812E+03    0.265345936444112844E+02    0.142439540236736644E+02
    0.186131041753829394E-61   -0.200660217285156250E+03    0.231049724715104787E+02    0.120883688443088939E+02
    0.210498083562001370E-60   -0.205533660888671875E+03    0.271547922885566884E+02    0.122820386100647116E+02
    0.209548922969259937E-60   -0.205546844482421875E+03    0.249299463146905182E+02    0.105381635519018246E+02
    0.208696370986882077E-60   -0.205560913085937500E+03    0.261345353813988801E+02    0.144226400284995666E+02
    0.231819108657924145E-60   -0.205793289184570312E+03    0.271242145592675783E+02    0.130767311906857149E+02
    0.379296274603515160E-60   -0.206800231933593750E+03    0.235329561853984757E+02    0.139849350772516079E+02
    0.123419953642542179E-59   -0.209182174682617188E+03    0.232511074769668866E+02    0.116985980726903271E+02
    0.922035791420699515E-59   -0.213226379394531250E+03    0.234436396277598007E+02    0.137865671920956618E+02
    0.328551889326684141E-58   -0.215789993286132812E+03    0.232996851201508512E+02    0.116843683630137019E+02
    0.637063993133290402E-58   -0.217136566162109375E+03    0.231668193992815219E+02    0.124442652634717046E+02
    0.780050887768588912E-58   -0.217563766479492188E+03    0.232311160493671593E+02    0.131726248270687734E+02
    0.300631366136162369E-57   -0.220284210205078125E+03    0.242200240059135332E+02    0.107746105494065070E+02
    0.300157441844100068E-56   -0.224908447265625000E+03    0.250335403090361410E+02    0.144894578380211296E+02
    0.846040256233113180E-56   -0.227003189086914062E+03    0.236024064795382671E+02    0.112761850821138392E+02
    0.123899623730815761E-55   -0.227788391113281250E+03    0.251827719971349531E+02    0.106580262343729739E+02
    0.206721172922969884E-55   -0.228834411621093750E+03    0.237342047776956804E+02    0.111467003254438168E+02
    0.472834532264829940E-55   -0.230511383056640625E+03    0.260033749447129736E+02    0.143076683814177184E+02
    0.125508925151522359E-54   -0.232486038208007812E+03    0.237243211057184311E+02    0.111899436579701295E+02
    0.558389959673597604E-54   -0.235493621826171875E+03    0.232711764264536640E+02    0.127256548407935526E+02
    0.179419920206398079E-53   -0.237850357055664062E+03    0.239036178012893643E+02    0.110760144709363306E+02
    0.199667250419922648E-53   -0.238086425781250000E+03    0.256908469570678299E+02    0.143572194063310850E+02
    0.229729075056586484E-53   -0.238389144897460938E+03    0.240819285745643619E+02    0.109629233510899642E+02
    0.829160628045245584E-53   -0.240978393554687500E+03    0.258315488063095025E+02    0.108303497488044016E+02
    0.151153758734221501E-52   -0.242201553344726562E+03    0.265069585396275791E+02    0.112430128134258851E+02
    0.403080972528092139E-52   -0.244185455322265625E+03    0.255718749406240420E+02    0.143466505959839949E+02
    0.400428541435990075E-52   -0.244194473266601562E+03    0.252218793517328557E+02    0.107491051822793793E+02
    0.101903832792140302E-51   -0.246084854125976562E+03    0.267570835078683125E+02    0.134742942354458819E+02
    0.767576121420143627E-51   -0.250145492553710938E+03    0.246617415022816964E+02    0.108258475790824207E+02
    0.648746237304316319E-50   -0.254436492919921875E+03    0.258942844441291271E+02    0.109335282176867583E+02
    0.118839948873716418E-49   -0.255669357299804688E+03    0.253953936869536534E+02    0.108238903282225873E+02
    0.371592262849042209E-49   -0.257971618652343750E+03    0.267187283095948374E+02    0.133898658797166927E+02
    0.684253963814261670E-49   -0.259214904785156250E+03    0.234808810968948229E+02    0.119468481401131079E+02
    0.815065472821703884E-49   -0.259587005615234375E+03    0.245268585035067019E+02    0.142200401943710251E+02
    0.229592639423922608E-47   -0.266285644531250000E+03    0.236503543673447467E+02    0.116397000241906419E+02
    0.404719857692945433E-46   -0.272046813964843750E+03    0.260398390838424945E+02    0.111112647663776070E+02
    0.502122880450663022E-46   -0.272500335693359375E+03    0.235824023483439191E+02    0.118761871178347818E+02
    0.137079362216679426E-45   -0.274531158447265625E+03    0.237296990260648251E+02    0.135341642592761993E+02
