    0.489407062530517578E+01    0.441434741020202637E+01   -0.603670447920734773E+03   -0.621460743175560815E+01    1
    0.495135724544525146E+01    0.431857883930206299E+01   -0.593679163985421610E+03   -0.621660743175561681E+01    1
    0.185757219791412354E+01   -0.493982970714569092E+01   -0.526909441162293888E+03   -0.621860743175561392E+01    1
    0.406333923339843750E+01    0.483241915702819824E+01   -0.523777946884590506E+03   -0.622060743175561814E+01    1
    0.102741718292236328E+00   -0.481454551219940186E+01   -0.514888832765298957E+03   -0.622260743175562414E+01    1
    0.428529918193817139E+01   -0.497780203819274902E+01   -0.492504747957360507E+03   -0.622460743175562925E+01    1
   -0.489930152893066406E+01    0.492555022239685059E+01   -0.474251189334355217E+03   -0.622660743175562548E+01    1
   -0.483114719390869141E+01    0.496646642684936523E+01   -0.464241223367146972E+03   -0.622860743175562526E+01    1
    0.481471538543701172E+01   -0.470499694347381592E+01   -0.453968659045145671E+03   -0.623060743175562948E+01    1
    0.345646083354949951E+01   -0.493113756179809570E+01   -0.447372401025058252E+03   -0.623260743175562393E+01    1
    0.396538496017456055E+01    0.464833915233612061E+01   -0.432781545805599933E+03   -0.623460743175563081E+01    1
   -0.748050808906555176E+00   -0.468992292881011963E+01   -0.431913582582007166E+03   -0.623660743175562082E+01    1
   -0.109147548675537109E+01   -0.477298319339752197E+01   -0.428417896918578037E+03   -0.623860743175562416E+01    1
    0.460230350494384766E+01   -0.472455322742462158E+01   -0.426729056096305158E+03   -0.624060743175563726E+01    1
   -0.739630460739135742E+00   -0.466706633567810059E+01   -0.425789126593218612E+03   -0.624260743175562549E+01    1
    0.468565285205841064E+01    0.405638098716735840E+01   -0.425288040674633294E+03   -0.624460743175562794E+01    1
    0.104440510272979736E+01   -0.454147934913635254E+01   -0.424015116837536652E+03   -0.624660743175561439E+01    1
    0.464818954467773438E+01   -0.469484984874725342E+01   -0.422626155120653948E+03   -0.624860743175559463E+01    1
    0.311987996101379395E+01    0.490171313285827637E+01   -0.419104248640185290E+03   -0.625060743175561750E+01    1
    0.138162553310394287E+01   -0.454277634620666504E+01   -0.411436495135301243E+03   -0.625260743175562173E+01    1
    0.498325586318969727E+01   -0.446577787399291992E+01   -0.409098650746790270E+03   -0.625460743175560463E+01    1
    0.250005722045898438E+01    0.496311306953430176E+01   -0.405365050786722293E+03   -0.625660743175562306E+01    1
    0.306906700134277344E+00   -0.443018019199371338E+01   -0.402465461538413081E+03   -0.625860743175563883E+01    1
    0.187328994274139404E+01   -0.448580861091613770E+01   -0.368311872499090157E+03   -0.626060743175564038E+01    1
    0.194221735000610352E+00   -0.429291665554046631E+01   -0.367823346325748901E+03   -0.626260743175563128E+01    1
    0.354669928550720215E+01    0.463170588016510010E+01   -0.362552160962380185E+03   -0.626460743175563195E+01    1
   -0.696058869361877441E+00   -0.436383068561553955E+01   -0.350148029916122027E+03   -0.626660743175561752E+01    1
    0.494430303573608398E+01   -0.427371501922607422E+01   -0.346863079071184870E+03   -0.626860743175560398E+01    1
    0.826557278633117676E+00   -0.418544590473175049E+01   -0.339013238964185405E+03   -0.627060743175561264E+01    1
   -0.105208337306976318E+01   -0.442381799221038818E+01   -0.337640948805110384E+03   -0.627260743175561153E+01    1
    0.465417504310607910E+00   -0.414687633514404297E+01   -0.336591011702691503E+03   -0.627460743175562907E+01    1
    0.362790822982788086E+00   -0.413249194622039795E+01   -0.334025700812011848E+03   -0.627660743175563507E+01    1
   -0.287175178527832031E-01   -0.414174258708953857E+01   -0.331769381020629623E+03   -0.627860743175562508E+01    1
    0.391325056552886963E+01   -0.461269557476043701E+01   -0.330973277398190021E+03   -0.628060743175561775E+01    1
   -0.498237729072570801E+01   -0.122816562652587891E+00   -0.330940825694732837E+03   -0.628260743175562553E+01    1
   -0.640153884887695312E-03   -0.413438737392425537E+01   -0.330908604584586158E+03   -0.628460743175561731E+01    1
    0.253366887569427490E+01   -0.448785841464996338E+01   -0.327926791572284117E+03   -0.628660743175561265E+01    1
    0.485834002494812012E+01    0.328278958797454834E+01   -0.326937219127798016E+03   -0.628860743175561243E+01    1
    0.401637494564056396E+01    0.428979575634002686E+01   -0.326493442622061536E+03   -0.629060743175560244E+01    1
   -0.498487293720245361E+01    0.390999317169189453E+01   -0.326291310088300804E+03   -0.629260743175560666E+01    1
   -0.481677889823913574E+01    0.430314004421234131E+01   -0.317291640835589192E+03   -0.629460743175559845E+01    1
    0.196349561214447021E+01    0.474307715892791748E+01   -0.310628977253217727E+03   -0.629660743175561777E+01    1
   -0.466200172901153564E+01    0.452079832553863525E+01   -0.309728240380070133E+03   -0.629860743175561844E+01    1
    0.189612329006195068E+01   -0.427150547504425049E+01   -0.309043229623009893E+03   -0.630060743175561555E+01    1
    0.421921610832214355E+00   -0.400067508220672607E+01   -0.308585581297975864E+03   -0.630260743175562688E+01    1
   -0.702074766159057617E+00   -0.416422843933105469E+01   -0.308152609877277882E+03   -0.630460743175560623E+01    1
    0.235920548439025879E+00   -0.399521529674530029E+01   -0.307787413587421781E+03   -0.630660743175559624E+01    1
    0.277792990207672119E+01   -0.443113803863525391E+01   -0.297067477481281003E+03   -0.630860743175560490E+01    1
    0.456603109836578369E+01    0.362194418907165527E+01   -0.295615409346327965E+03   -0.631060743175560468E+01    1
   -0.398323833942413330E+01    0.499010324478149414E+01   -0.290854189801457892E+03   -0.631260743175561778E+01    1
