    0.199608801632385934E+03    0.142866693994818206E+03    0.747307404583922752E+00    0.108636487800766464E+02   -0.845527721265296859E+05
    0.192495866711810976E+03    0.152163589048636652E+03    0.174961095870390837E+01    0.555149847719618439E+01   -0.845527320490390703E+05
    0.190681314168787509E+03    0.155084497282733423E+03    0.153956850799621847E+01    0.480090224190189296E+01   -0.845526120454459742E+05
    0.196062534816406128E+03    0.151311876096561491E+03    0.136394814560346478E+01    0.107529951515389648E+02   -0.845512027155853139E+05
    0.187235436442914789E+03    0.147735688183125689E+03    0.618893681174029764E+00    0.977690499849518169E+01   -0.845511206999873830E+05
    0.199314747811042338E+03    0.145795344673840816E+03    0.625942304720428333E+00    0.112694362017693450E+02   -0.845510658442010172E+05
    0.198004827135609190E+03    0.151650197254255318E+03    0.142616561922464458E+01    0.104102276308952781E+02   -0.845507419024421542E+05
    0.194567712696861122E+03    0.147946382471251411E+03    0.874007064029631575E+00    0.713902325348181943E+01   -0.845505877822348702E+05
    0.193382013592448828E+03    0.155237679265494450E+03    0.125121684188991100E+01    0.686971464671677357E+01   -0.845505487211309955E+05
    0.194914559815072437E+03    0.154656274432951363E+03    0.489444226674579874E+00    0.117750214813475900E+02   -0.845505078496969218E+05
    0.195004359908335744E+03    0.149857284896648878E+03    0.721981361385480858E+00    0.778298996059174009E+01   -0.845505027686241956E+05
    0.194949787175120434E+03    0.147836873507930591E+03    0.101746602459727864E+01    0.697628818607412970E+01   -0.845504168728237855E+05
    0.196687487157519882E+03    0.147035887246000101E+03    0.129948015212264223E+01    0.104576904294554449E+02   -0.845503746945250605E+05
    0.193154185335884534E+03    0.156461413073263316E+03    0.114692467162291267E+01    0.904209451808220877E+01   -0.845503470363301167E+05
    0.192164825440038584E+03    0.157138245007581588E+03    0.967561360441155704E+00    0.106336580699940271E+02   -0.845503180730216554E+05
    0.191165335878979022E+03    0.154622950906009351E+03    0.512250978436770699E+00    0.104401648261513174E+02   -0.845501973236446065E+05
    0.198346224050150823E+03    0.155933264148783337E+03    0.109356256909568739E+01    0.107070624769623457E+02   -0.845501971439582703E+05
    0.187843354662339209E+03    0.148361685181989458E+03    0.588410342553734145E+00    0.108039469159715669E+02   -0.845501608212622523E+05
    0.192547743623716826E+03    0.152774449219748334E+03    0.137720463313179931E+01    0.581167938468332856E+01   -0.845501540233318228E+05
    0.195954924010021557E+03    0.149992754116659398E+03    0.150044653971303266E+01    0.842170752128181199E+01   -0.845501331988275779E+05
    0.188447720709617386E+03    0.156236062459446799E+03    0.672882730611916280E+00    0.959990571514246227E+01   -0.845500444094112609E+05
    0.192077767527990318E+03    0.144744389673792767E+03    0.769819824220115967E+00    0.109864371208398808E+02   -0.845499712014726538E+05
    0.187394797653036676E+03    0.154966134945081109E+03    0.726245531280551582E+00    0.897461884687276878E+01   -0.845499574432035151E+05
    0.190833515669137057E+03    0.146185725668899011E+03    0.679453663750800185E+00    0.888198749580780245E+01   -0.845498094896064140E+05
    0.190089720985035314E+03    0.154946761777737407E+03    0.645446905922240632E+00    0.873550509127112207E+01   -0.845497063223603182E+05
    0.193962512945938528E+03    0.151677396827912872E+03    0.146895643445950141E+01    0.697695097402150832E+01   -0.845496396430409804E+05
    0.193245138004351048E+03    0.145153174953863356E+03    0.109222096069416974E+01    0.814278582737396839E+01   -0.845496310623504978E+05
    0.194147459347230267E+03    0.156797675169938287E+03    0.695700849600547899E+00    0.102436884588678048E+02   -0.845496108939776022E+05
    0.197688550969118694E+03    0.149439119433230616E+03    0.121817729764900884E+01    0.119114039350155778E+02   -0.845496081511383090E+05
    0.199798199714819901E+03    0.147407965251495739E+03    0.862562518376869369E+00    0.969599340479849481E+01   -0.845495665963803040E+05
    0.191892516748113593E+03    0.154656739374726982E+03    0.123318680769817846E+01    0.934323281084084378E+01   -0.845495599829323182E+05
    0.194307988010412089E+03    0.144826123021032060E+03    0.795602745634179875E+00    0.910795065728871300E+01   -0.845495599523946003E+05
    0.194032780286140650E+03    0.153074125604498789E+03    0.138577604405416865E+01    0.881879530935601075E+01   -0.845495406994157529E+05
    0.195243644719715860E+03    0.150722454614264251E+03    0.128351035558529203E+01    0.698195231838715191E+01   -0.845494715443960449E+05
    0.190391831496049974E+03    0.153474161304633270E+03    0.137573398987120754E+01    0.604324850375306788E+01   -0.845494288452203473E+05
    0.189695006157352964E+03    0.148674326011800559E+03    0.126830065050946184E+01    0.835659815982946519E+01   -0.845494048444369255E+05
    0.188698241848014192E+03    0.153961588692620609E+03    0.637223495856421684E+00    0.914841867086716931E+01   -0.845493516842340032E+05
    0.192344745260122096E+03    0.153604603394074559E+03    0.126539666331687783E+01    0.620175671667909612E+01   -0.845493487291451747E+05
    0.195815583453091534E+03    0.148328080381149960E+03    0.137919929755061865E+01    0.938485370828815135E+01   -0.845493319958162901E+05
    0.193534984103954002E+03    0.155773828215419684E+03    0.803045461323777188E+00    0.859249614190269995E+01   -0.845493111568480672E+05
    0.193623696993314809E+03    0.146028619859263529E+03    0.116550915818881506E+01    0.773598141407861739E+01   -0.845493105112434714E+05
    0.193110012376215934E+03    0.153196007715605418E+03    0.679443273511793677E+00    0.832941325181322156E+01   -0.845493058183817193E+05
    0.196351290361105697E+03    0.148625996946457150E+03    0.747208208261697426E+00    0.870031341121009305E+01   -0.845492883732226910E+05
    0.193638194925961528E+03    0.152708861016574645E+03    0.136706186200599245E+01    0.672131387113085843E+01   -0.845492868743929430E+05
    0.190013566434166592E+03    0.147766670306063077E+03    0.123162258620686416E+01    0.821845041983944213E+01   -0.845492745626741671E+05
    0.193196777276818352E+03    0.145286309840189233E+03    0.675258934995945470E+00    0.109732449233083251E+02   -0.845491923025093129E+05
    0.187381873796945797E+03    0.149416621440394323E+03    0.841559202563909925E+00    0.872670406387034703E+01   -0.845491792472586385E+05
    0.191155408867316510E+03    0.152385371506867500E+03    0.148275921400845423E+01    0.691121180815877345E+01   -0.845491298299053597E+05
    0.189374779889868165E+03    0.150713453762505992E+03    0.533067659753947765E+00    0.119476391837252844E+02   -0.845490950378870766E+05
    0.192253929909751093E+03    0.154213849919795109E+03    0.561745071825802911E+00    0.103203220930337416E+02   -0.845490612161493773E+05
