    0.312882082223067890E+02    0.597969036827788258E+01    0.237578933715820312E+03
    0.312556218935197627E+02    0.603048839495931066E+01    0.238515167236328125E+03
    0.312060263616710749E+02    0.608283250169911582E+01    0.238781936645507812E+03
    0.312176493479803092E+02    0.607671408639980282E+01    0.238893753051757812E+03
    0.312005853002880507E+02    0.614294741153612822E+01    0.239683471679687500E+03
    0.313274953462000347E+02    0.605073426557154637E+01    0.239890502929687500E+03
    0.312981947050648017E+02    0.607376093941535800E+01    0.240097961425781250E+03
    0.312447086617692236E+02    0.611477832552847733E+01    0.240101119995117188E+03
    0.313409235343879189E+02    0.607354407558781162E+01    0.240504211425781250E+03
    0.312261665711449830E+02    0.617590484687543384E+01    0.240608032226562500E+03
    0.312452983285563555E+02    0.616912218749370034E+01    0.240878402709960938E+03
    0.186358148897807716E+02    0.312515796523058142E+02    0.239352645874023438E+03
    0.188736675989331388E+02    0.311508831116214395E+02    0.239440795898437500E+03
    0.190692870676443036E+02    0.312960950226080250E+02    0.239852279663085938E+03
    0.188717038762580671E+02    0.311754911417365186E+02    0.240066589355468750E+03
    0.189042447055956302E+02    0.311825177887059439E+02    0.240108581542968750E+03
    0.189282256358544885E+02    0.311902438298464233E+02    0.240126647949218750E+03
    0.187452374386609080E+02    0.312024284094983351E+02    0.240160324096679688E+03
    0.190817004023200667E+02    0.314043081990584589E+02    0.240280303955078125E+03
    0.186389524335724310E+02    0.313641603626813819E+02    0.240631027221679688E+03
    0.189441918253196313E+02    0.312276690189712305E+02    0.240764129638671875E+03
    0.186509271227555722E+02    0.313473808802187257E+02    0.240775833129882812E+03
    0.190529938694892635E+02    0.313729409463449223E+02    0.240821365356445312E+03
    0.187066666276134477E+02    0.312677290868854634E+02    0.240865844726562500E+03
    0.189900899955234763E+02    0.312741353778941189E+02    0.240992340087890625E+03
    0.186824029486150707E+02    0.313072108906549325E+02    0.240996841430664062E+03
    0.187189057223466691E+02    0.312682258381871314E+02    0.241040969848632812E+03
    0.186771095842258106E+02    0.313402331700987951E+02    0.241211791992187500E+03
    0.187577571188692644E+02    0.312515722551548016E+02    0.241213424682617188E+03
    0.188194674918110003E+02    0.312314040274251639E+02    0.241237030029296875E+03
    0.187920286819400459E+02    0.312383240995237728E+02    0.241242416381835938E+03
    0.189486686399871473E+02    0.312683484807616558E+02    0.241406234741210938E+03
    0.187717014705302176E+02    0.312593593120527764E+02    0.241457717895507812E+03
    0.189983946052384702E+02    0.313370251387236181E+02    0.241568130493164062E+03
    0.187363435107051899E+02    0.312940429014291475E+02    0.241603881835937500E+03
    0.188024977659884414E+02    0.312571510034032265E+02    0.241615890502929688E+03
    0.189941834127160831E+02    0.313464277938387070E+02    0.241700485229492188E+03
    0.187059384081232594E+02    0.313454145709776064E+02    0.241707992553710938E+03
    0.188990578036325410E+02    0.312716656207607606E+02    0.241825408935546875E+03
    0.188386159323488123E+02    0.312640465106676047E+02    0.241828964233398438E+03
    0.187737476599224848E+02    0.312844189035438021E+02    0.241836761474609375E+03
    0.189982014773416843E+02    0.313883239439633961E+02    0.241845703125000000E+03
    0.187126705829890732E+02    0.313662145004356638E+02    0.241928833007812500E+03
    0.188752246415164429E+02    0.312754896039636705E+02    0.241970397949218750E+03
    0.189850691389753550E+02    0.313826656737412613E+02    0.242016403198242188E+03
    0.188150136710254436E+02    0.312841581904664672E+02    0.242062500000000000E+03
    0.189757758518393551E+02    0.313687005700351627E+02    0.242082427978515625E+03
    0.188160208285093624E+02    0.312876423144855558E+02    0.242111602783203125E+03
    0.187307770674530438E+02    0.313587924162675513E+02    0.242122283935546875E+03
    0.187229598888048585E+02    0.313827214376624646E+02    0.242134414672851562E+03
    0.187232883110750024E+02    0.313893242949853359E+02    0.242158584594726562E+03
    0.187586192977464172E+02    0.313286947308495556E+02    0.242197692871093750E+03
    0.187945015945075973E+02    0.313037877432071951E+02    0.242211364746093750E+03
    0.187890502841892300E+02    0.313111343165488805E+02    0.242259994506835938E+03
    0.189068479977653716E+02    0.313125742867804036E+02    0.242294204711914062E+03
    0.189514830209023977E+02    0.313707800063947282E+02    0.242371765136718750E+03
    0.189402714206085818E+02    0.313582339233928984E+02    0.242415695190429688E+03
    0.188607452236023576E+02    0.313142846811756641E+02    0.242471221923828125E+03
    0.187732625139000717E+02    0.313489483982876038E+02    0.242478927612304688E+03
    0.189269569803921272E+02    0.313502866189561864E+02    0.242479217529296875E+03
    0.189114618793920855E+02    0.313365368974231693E+02    0.242487503051757812E+03
    0.187981539169919216E+02    0.313303633461879336E+02    0.242496185302734375E+03
    0.188605876793621903E+02    0.313172795626296470E+02    0.242501678466796875E+03
    0.188625679288200807E+02    0.313187903334320552E+02    0.242514205932617188E+03
    0.188158426752619832E+02    0.313260468115086006E+02    0.242533981323242188E+03
    0.187559055074480128E+02    0.313951505197537379E+02    0.242534652709960938E+03
    0.188333739290963500E+02    0.313229713841133766E+02    0.242549682617187500E+03
    0.189393667925609392E+02    0.313905173326001581E+02    0.242559432983398438E+03
    0.187585080963797886E+02    0.313967824487943759E+02    0.242562225341796875E+03
    0.188597428690770528E+02    0.313244263935704907E+02    0.242571289062500000E+03
    0.187977434752916110E+02    0.313409245783118351E+02    0.242579772949218750E+03
    0.187602814795254886E+02    0.313995810985548793E+02    0.242583343505859375E+03
    0.189360475778698216E+02    0.313887865785135141E+02    0.242584396362304688E+03
    0.187815063204778561E+02    0.313572501722272072E+02    0.242591629028320312E+03
    0.189314720947931541E+02    0.313806960879853172E+02    0.242597808837890625E+03
    0.189382579128341497E+02    0.314117455202281626E+02    0.242601089477539062E+03
    0.187678743628813400E+02    0.313865228756599635E+02    0.242618835449218750E+03
    0.189140171686830385E+02    0.313583850111014684E+02    0.242622390747070312E+03
    0.188182751794241909E+02    0.313367840142698810E+02    0.242633682250976562E+03
    0.188841862295549952E+02    0.313426958821649784E+02    0.242668014526367188E+03
    0.187722636882777323E+02    0.313984067682813084E+02    0.242682189941406250E+03
    0.187995223344855020E+02    0.313554370108670604E+02    0.242688278198242188E+03
    0.188311767132711871E+02    0.314027925966848471E+02    0.242974121093750000E+03
    0.188857001754098981E+02    0.313990640944576569E+02    0.242919479370117188E+03
    0.189065244329470410E+02    0.313862248944848652E+02    0.242791122436523438E+03
    0.188293468131826991E+02    0.314063042958285230E+02    0.242974609375000000E+03
    0.188356426448379004E+02    0.313895055723801626E+02    0.242954910278320312E+03
    0.188824171639965108E+02    0.313690656134900863E+02    0.242834259033203125E+03
    0.188651273566058570E+02    0.313935721417054694E+02    0.242962432861328125E+03
    0.187992639212161201E+02    0.313887835887503215E+02    0.242834732055664062E+03
    0.188362916891032945E+02    0.313597298629488535E+02    0.242831268310546875E+03
    0.189060434422659540E+02    0.313926635271099670E+02    0.242811187744140625E+03
    0.189088802836048693E+02    0.314047540789621138E+02    0.242815628051757812E+03
    0.188619219607107240E+02    0.313407525417433739E+02    0.242706314086914062E+03
    0.189098263538321412E+02    0.314131310440446256E+02    0.242815826416015625E+03
    0.188291436465619917E+02    0.313529767349916000E+02    0.242778381347656250E+03
    0.188463275668161856E+02    0.314068780095940845E+02    0.242995361328125000E+03
    0.188040580897478371E+02    0.313820259539782107E+02    0.242837051391601562E+03
    0.188729325134342005E+02    0.314017246052160530E+02    0.242962158203125000E+03
    0.187984035724700362E+02    0.313936661737267109E+02    0.242842559814453125E+03
    0.188535308785104299E+02    0.313714674396553441E+02    0.242899108886718750E+03
    0.188380753853800798E+02    0.314117341883790715E+02    0.242992462158203125E+03
    0.188126772501267858E+02    0.313724580977203757E+02    0.242835601806640625E+03
    0.188916765719983992E+02    0.313525402481662177E+02    0.242706985473632812E+03
    0.188184197723571316E+02    0.313541782131570628E+02    0.242758026123046875E+03
    0.187991744787290926E+02    0.313673349831612143E+02    0.242752136230468750E+03
    0.188858089282219908E+02    0.313555240489806621E+02    0.242748947143554688E+03
    0.188875389240709097E+02    0.313598271089391751E+02    0.242767761230468750E+03
    0.188550523024977288E+02    0.313834225289728295E+02    0.242944961547851562E+03
    0.188797125462783058E+02    0.313637012362668948E+02    0.242815917968750000E+03
    0.123715739182075914E+02    0.247111392482345621E+00    0.238048538208007812E+03
    0.127930897616199779E+02    0.214835523552933061E+00    0.238120925903320312E+03
    0.123749337815407934E+02    0.204771831420351630E+00    0.239060668945312500E+03
    0.124015680723084873E+02    0.211700916927384103E+00    0.239388427734375000E+03
    0.123791614960656631E+02    0.190317048166960268E+00    0.239424011230468750E+03
    0.123032705867998615E+02    0.207836348552332476E-01    0.239499404907226562E+03
    0.123072262487338584E+02    0.221708373063921153E-01    0.239599548339843750E+03
    0.128008335956581156E+02    0.100063315253803048E+00    0.239734573364257812E+03
    0.124943609004836595E+02    0.223574864787695504E+00    0.240224029541015625E+03
    0.126278917031659397E+02    0.225605493482095271E+00    0.240248245239257812E+03
    0.125834744519734638E+02    0.232833569668038781E+00    0.240256378173828125E+03
    0.123343489384271958E+02    0.111251730791854554E-01    0.240283752441406250E+03
    0.123855527343011680E+02    0.145958200126101251E+00    0.240284515380859375E+03
    0.124877748919236407E+02    0.216382359726683487E+00    0.240332931518554688E+03
    0.125160306190045283E+02    0.222835307745250483E+00    0.240372756958007812E+03
    0.127020026729285807E+02    0.183130478938862168E+00    0.240387680053710938E+03
    0.127624812167808912E+02    0.113115795463189686E+00    0.240421096801757812E+03
    0.124389084478936365E+02    0.178085963826517452E+00    0.240586196899414062E+03
    0.126023339829837777E+02    0.210451856490867784E+00    0.240703475952148438E+03
    0.127756516276423806E+02    0.399894368217995552E-01    0.240712860107421875E+03
    0.124606959995725468E+02    0.182973156606374726E+00    0.240751861572265625E+03
    0.126863394027750900E+02    0.171097120628879940E+00    0.240801132202148438E+03
    0.126688320258364175E+02    0.174884417737588865E+00    0.240930389404296875E+03
    0.123696236484310820E+02    0.476737741971821061E-01    0.240934509277343750E+03
    0.126990309333320628E+02    0.148682517522548574E+00    0.240999816894531250E+03
    0.124051945615598918E+02    0.117020999571205764E+00    0.241001358032226562E+03
    0.126934677681620567E+02    0.153156301308280118E+00    0.241004516601562500E+03
    0.126571355109230748E+02    0.176824615804830748E+00    0.241009323120117188E+03
    0.123680585273015993E+02    0.507507170319294095E-02    0.241015838623046875E+03
    0.124966813916342812E+02    0.185723229756158653E+00    0.241016799926757812E+03
    0.126056323707977604E+02    0.193512575076232540E+00    0.241034454345703125E+03
    0.126694732429859531E+02    0.163952328739694841E+00    0.241109680175781250E+03
    0.123757497440032722E+02    0.308983477811334666E-01    0.241119552612304688E+03
    0.127338050945233512E+02    0.934352095059605564E-01    0.241146911621093750E+03
    0.124484776935049286E+02    0.148871645295484079E+00    0.241182510375976562E+03
    0.126202751921145317E+02    0.182023759638072158E+00    0.241182800292968750E+03
    0.126661165771114703E+02    0.156017447179389118E+00    0.241271209716796875E+03
    0.123860954304547359E+02    0.327021946093593585E-01    0.241306640625000000E+03
    0.125173261950084438E+02    0.175099142092211196E+00    0.241332183837890625E+03
    0.123878733702700305E+02    0.317034495753590051E-01    0.241341979980468750E+03
    0.125978689286218497E+02    0.177662530961441939E+00    0.241357543945312500E+03
