

    0.790353799331681582E-06    0.169142933188041323E+06    0.968761283823924941E+02    0.178412407273410849E+03    0.708245473038809220E-01    0.915303299312640206E+01
    0.858418288212296384E-06    0.169142745744211861E+06    0.631954823878764316E+02    0.156619637855342006E+03    0.350916646304095525E+00    0.491368477987398222E+01
    0.925663925073993505E-06    0.169142572682508035E+06    0.911110576436048802E+02    0.175084910619733137E+03    0.149571635569778177E+00    0.570330675456569125E+01
    0.922010066630795081E-06    0.169142558370476094E+06    0.634237041878458854E+02    0.183237433167991242E+03    0.259216068389289678E+00    0.610504130328554417E+01
    0.960485461075831093E-06    0.169142454382846830E+06    0.907791199889009306E+02    0.148193093960542711E+03    0.348497711169057589E+00    0.421535855689522343E+01
    0.102090254931383616E-05    0.169142310153580562E+06    0.640728641689113800E+02    0.156893600358739633E+03    0.272872404381329481E+00    0.470884669017736091E+01
    0.102660795710798125E-05    0.169142276785290858E+06    0.586000557087305225E+02    0.171323305786961896E+03    0.220314978867117206E+00    0.503281156316975498E+01
    0.107426640279865458E-05    0.169142163807287492E+06    0.637820839881896973E+02    0.172201836109161377E+03    0.684534311294555664E-01    0.470027697086334229E+01
    0.106544318011751855E-05    0.169142158079402172E+06    0.839578690694396386E+02    0.183704494326189263E+03    0.319203933337767087E+00    0.102597304760608345E+02
    0.110656032010140295E-05    0.169142060126081604E+06    0.643730118949371217E+02    0.165108428031313650E+03    0.780994859381189843E+00    0.100197283290551020E+02
    0.113937348478029713E-05    0.169141979459572904E+06    0.672173261617120801E+02    0.176068279157136487E+03    0.516153128590678301E+00    0.319156010328244744E+01
    0.113081255875670563E-05    0.169141972321518144E+06    0.620490565238636194E+02    0.158730109852346914E+03    0.487169177045785662E+00    0.615070998992609219E+01
    0.123365354652442646E-05    0.169141776011942420E+06    0.868484933432946775E+02    0.166188434953027269E+03    0.293957485518757111E+00    0.537293970105650587E+01
    0.122843471611125048E-05    0.169141762268438557E+06    0.864837914264021634E+02    0.160857892667540170E+03    0.294889029485216836E+00    0.873858834123900508E+01
    0.124443070420593244E-05    0.169141714171437896E+06    0.948185135939735915E+02    0.173993404092469774E+03    0.196363124886637014E+00    0.905785592086015967E+01
    0.123645335188461624E-05    0.169141704811372299E+06    0.729341334377910613E+02    0.175619710150144357E+03    0.104128953865975343E+00    0.557570230399221334E+01
    0.125715659415749254E-05    0.169141649378313654E+06    0.932944717613907386E+02    0.179203871916482285E+03    0.274188161947827636E+00    0.902173387686207562E+01
    0.127825448039233608E-05    0.169141593870170385E+06    0.676942093350513403E+02    0.181345788677760112E+03    0.404954270059896426E+00    0.718978577227631543E+01
    0.132576057853832736E-05    0.169141498666235711E+06    0.650777089256860677E+02    0.157572246554533024E+03    0.413905718507385612E+00    0.114611855849926947E+02
    0.134229863828638648E-05    0.169141451649553986E+06    0.113226865983040000E+03    0.178372878095757443E+03    0.483165592402382438E+00    0.360910537706659396E+01
    0.141875754005544636E-05    0.169141318631390226E+06    0.697953976311505357E+02    0.156572238221321527E+03    0.482590238859369358E+00    0.419968426585341081E+01
    0.144311545552292219E-05    0.169141262363626942E+06    0.976760385053159865E+02    0.158635360580680413E+03    0.648160120850798882E+00    0.330550727414515055E+01
    0.144453982203151527E-05    0.169141238168362237E+06    0.931678007892526097E+02    0.170660314968053996E+03    0.179743669742931100E+00    0.900439218202670943E+01
    0.148054853316916331E-05    0.169141166702457936E+06    0.920763721031568849E+02    0.165265782515238669E+03    0.195564853011419654E+00    0.970828790989934376E+01
    0.154748019661152704E-05    0.169141056049678009E+06    0.881282766014586798E+02    0.177035955717870308E+03    0.460364157658290862E+00    0.924805701159712790E+01
    0.156922260249075922E-05    0.169141005922634591E+06    0.764636278152465820E+02    0.160799968242645264E+03    0.106982350349426270E+00    0.757039403915405273E+01
    0.166360470641783433E-05    0.169140866887574637E+06    0.919610413052407694E+02    0.170272678891607029E+03    0.271177358081845288E+00    0.839811382699378761E+01
    0.164751153237906441E-05    0.169140864106893714E+06    0.697505112920520247E+02    0.181644120314556574E+03    0.267993676124464952E+00    0.769744528052892818E+01
    0.170122285206322996E-05    0.169140777722011640E+06    0.700316683021294182E+02    0.156480202159969735E+03    0.478189192262327534E+00    0.767031065799736389E+01
    0.171024587895358687E-05    0.169140744920125784E+06    0.798997353744957906E+02    0.167115031714583665E+03    0.369439704572196437E+00    0.494013157068136888E+01
    0.185968705948416035E-05    0.169140555155749666E+06    0.722200980091891722E+02    0.161593561493805680E+03    0.214314172495394695E+00    0.330857428447745150E+01
    0.188048858824346177E-05    0.169140510686718539E+06    0.597302273124706531E+02    0.171797474477850756E+03    0.166002886104077402E+00    0.672544097097314530E+01
    0.186377791070301317E-05    0.169140506316632091E+06    0.767880996393530211E+02    0.181610964758564620E+03    0.293815722409468238E+00    0.865349353016197043E+01
    0.188461220572077320E-05    0.169140461861388321E+06    0.677091968966472990E+02    0.184607013759683099E+03    0.187991462880972626E+00    0.987517939389798727E+01
    0.191719181786158784E-05    0.169140405360271659E+06    0.857964505974019858E+02    0.175730428544703301E+03    0.432375540466348240E+00    0.337111491134212971E+01
    0.223750989553149599E-05    0.169140074133903050E+06    0.841297224010199614E+02    0.170373130275369277E+03    0.367553729034091226E+00    0.510956868227427563E+01
    0.221809876189069289E-05    0.169140069338037516E+06    0.673843206415953802E+02    0.181788198134960368E+03    0.374782820580043141E+00    0.853884243532242238E+01
    0.228734613432425730E-05    0.169139985632141645E+06    0.609889918010695808E+02    0.175156367624545851E+03    0.410046506702228419E+00    0.435354257023021951E+01
    0.226950788794144447E-05    0.169139979068386776E+06    0.694442512359185571E+02    0.156496853424272331E+03    0.397041508001090060E+00    0.633254088979117746E+01
    0.254916267709398986E-05    0.169139724442314997E+06    0.618997628484392024E+02    0.174224066089988781E+03    0.618471988622908198E+00    0.900030212683508068E+01
    0.253210805578924875E-05    0.169139715645620541E+06    0.626386091798501923E+02    0.178500250052767797E+03    0.489168135316908170E+00    0.702559773392510500E+01
    0.265568716173580117E-05    0.169139598120878829E+06    0.592392060901769213E+02    0.164844299014922399E+03    0.303059325776812716E+00    0.109491002930369703E+02
    0.264673508894790167E-05    0.169139582651857956E+06    0.755497616308687441E+02    0.164920869308885955E+03    0.167797353160652474E+00    0.547258889323258479E+01
    0.278952749977905437E-05    0.169139455338859581E+06    0.890848703430317812E+02    0.174850741181292392E+03    0.376500834310149135E+00    0.874357435678986228E+01
    0.297436814029029376E-05    0.169139304797837278E+06    0.779203656975379886E+02    0.160210927366117829E+03    0.474458199149310589E+00    0.108918098744345464E+02
    0.313998919161910641E-05    0.169139174200152775E+06    0.840316820026005331E+02    0.180330674723532013E+03    0.221090839450836019E+00    0.984344179596009994E+01
    0.317281978304054769E-05    0.169139131175218150E+06    0.698623075272606116E+02    0.175843236113878760E+03    0.854217461168802344E-01    0.987971492080693636E+01
    0.358434965089813660E-05    0.169138865040325443E+06    0.605891405574094719E+02    0.167512394060643430E+03    0.459606121694140390E+00    0.103390533852677571E+02
    0.365152825134103049E-05    0.169138805680643709E+06    0.852273382339001557E+02    0.174225747505496912E+03    0.545783539966546716E+00    0.849890314459161189E+01
    0.375635934872802997E-05    0.169138726849519357E+06    0.858558166888999494E+02    0.175888478664205024E+03    0.454422949463422543E+00    0.647260197705897689E+01
    0.406522776581700000E-05    0.169138546588212426E+06    0.657225906968971714E+02    0.177755914227048095E+03    0.482708821006861688E+00    0.590084335861218090E+01
    0.405219495384709197E-05    0.169138530788138509E+06    0.735086104179565467E+02    0.158546530329123243E+03    0.179076871438831553E+00    0.923264087449098447E+01
    0.407944651121914448E-05    0.169138495160672348E+06    0.834703779716185323E+02    0.176449066570234265E+03    0.376584889427409863E+00    0.590566525710543999E+01
    0.408925763303745571E-05    0.169138468134198978E+06    0.816782124582168052E+02    0.162501078382508069E+03    0.135011542331660767E+00    0.108823177936524296E+02
    0.417747359863101283E-05    0.169138403225545160E+06    0.836548693798662413E+02    0.177246608773326443E+03    0.275947876298669958E+00    0.772638241350023502E+01
    0.418862634045793339E-05    0.169138375670970447E+06    0.669344544410705566E+02    0.172128140926361084E+03    0.183109521865844727E+00    0.457417720556259155E+01
    0.441072634271433763E-05    0.169138250115664938E+06    0.665295347140445870E+02    0.158108329386791581E+03    0.390736284037320802E+00    0.106683233087990317E+02
    0.441314048182359209E-05    0.169138226799074793E+06    0.714977502822875977E+02    0.167281603813171387E+03    0.713548421859741211E+00    0.117638041377067566E+02
    0.436791448058017198E-05    0.169138225178660156E+06    0.697509080216998711E+02    0.166958853354646664E+03    0.905216768414764533E-01    0.798773819200215751E+01
